ライセンスリスク,チーム,リポジトリ/プロジェクトグループ,マニフェスト/プロジェクト,パッケージタイプ,ソフトウェア,ライセンス,"OSI 認定なしのライセンスを含む",プロジェクトサイト,ソースコードリポジトリ,パッケージリポジトリ
,"System Development",kintone-plugins-cn,"@kintone-plugins/excel-preview@npm",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/excel-preview@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/excel-preview@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-cn,"@kintone-plugins/excel-preview@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/excel-preview@npm",npm,yargs-parser@20.2.9,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
ライセンス未特定,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
ライセンス未特定,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@kintone-plugins/kintone-plugin-crypto@1.0.3",,false,,,"https://www.npmjs.com/package/@kintone-plugins/kintone-plugin-crypto"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@kintone-plugins/plugin-setting-layout@1.0.1",,false,,,"https://www.npmjs.com/package/@kintone-plugins/plugin-setting-layout"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@kintone/kintone-ui-component@0.9.4",MIT,false,,,"https://www.npmjs.com/package/@kintone/kintone-ui-component"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@kintone/rest-api-client@4.1.1",MIT,false,,,"https://www.npmjs.com/package/@kintone/rest-api-client"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@lit-labs/ssr-dom-shim@1.1.1",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit-labs/ssr-dom-shim"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@lit/reactive-element@1.6.1",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@lit/reactive-element"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,@mdi/js@7.2.96,Apache-2.0,false,,,"https://www.npmjs.com/package/@mdi/js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,@mdi/light-js@0.2.63,MIT,false,,,"https://www.npmjs.com/package/@mdi/light-js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@types/trusted-types@2.0.3",MIT,false,,,"https://www.npmjs.com/package/@types/trusted-types"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,@types/uuid@9.0.1,MIT,false,,,"https://www.npmjs.com/package/@types/uuid"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"@webcomponents/webcomponentsjs@2.8.0",BSD-3-Clause,false,,,"https://www.npmjs.com/package/@webcomponents/webcomponentsjs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,axios@1.6.7,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,call-bind@1.0.2,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,core-js@3.35.1,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,escalade@3.1.1,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,file-saver@2.0.5,MIT,false,,,"https://www.npmjs.com/package/file-saver"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,follow-redirects@1.15.5,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,function-bind@1.1.1,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,get-intrinsic@1.2.0,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,has@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,js-base64@3.7.5,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"kintone-ui-component@1.10.0",MIT,false,,,"https://www.npmjs.com/package/kintone-ui-component"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,lit@2.7.4,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,lit-element@3.3.2,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit-element"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,lit-html@2.7.3,BSD-3-Clause,false,,,"https://www.npmjs.com/package/lit-html"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,object-inspect@1.12.3,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,qs@6.11.2,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,"regenerator-runtime@0.13.11",MIT,false,,,"https://www.npmjs.com/package/regenerator-runtime"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,side-channel@1.0.4,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,string-width@4.2.3,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,uuid@9.0.0,MIT,false,,,"https://www.npmjs.com/package/uuid"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-check-in-out@npm",npm,yargs-parser@20.2.9,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
ライセンス未特定,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
ライセンス未特定,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"@kintone-plugins/kintone-plugin-crypto@1.0.3",,false,,,"https://www.npmjs.com/package/@kintone-plugins/kintone-plugin-crypto"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"@kintone-plugins/plugin-setting-layout@1.0.1",,false,,,"https://www.npmjs.com/package/@kintone-plugins/plugin-setting-layout"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"@kintone/kintone-ui-component@0.9.4",MIT,false,,,"https://www.npmjs.com/package/@kintone/kintone-ui-component"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"@kintone/rest-api-client@3.3.13",MIT,false,,,"https://www.npmjs.com/package/@kintone/rest-api-client"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,@mdi/js@7.2.96,Apache-2.0,false,,,"https://www.npmjs.com/package/@mdi/js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,@mdi/light-js@0.2.63,MIT,false,,,"https://www.npmjs.com/package/@mdi/light-js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,ansi-regex@5.0.1,MIT,false,,,"https://www.npmjs.com/package/ansi-regex"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,ansi-styles@4.3.0,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,axios@0.27.2,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,call-bind@1.0.2,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,cliui@7.0.4,ISC,false,,,"https://www.npmjs.com/package/cliui"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,color-convert@2.0.1,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,color-name@1.1.4,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,core-js@3.30.2,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,emoji-regex@8.0.0,MIT,false,,,"https://www.npmjs.com/package/emoji-regex"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,escalade@3.1.1,MIT,false,,,"https://www.npmjs.com/package/escalade"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,file-saver@2.0.5,MIT,false,,,"https://www.npmjs.com/package/file-saver"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,follow-redirects@1.15.2,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,function-bind@1.1.1,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,get-caller-file@2.0.5,ISC,false,,,"https://www.npmjs.com/package/get-caller-file"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,get-intrinsic@1.2.0,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,has@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,"is-fullwidth-code-point@3.0.0",MIT,false,,,"https://www.npmjs.com/package/is-fullwidth-code-point"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,js-base64@3.7.5,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,object-inspect@1.12.3,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,qs@6.11.2,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,require-directory@2.1.1,MIT,false,,,"https://www.npmjs.com/package/require-directory"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,side-channel@1.0.4,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,string-width@4.2.3,MIT,false,,,"https://www.npmjs.com/package/string-width"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,strip-ansi@6.0.1,MIT,false,,,"https://www.npmjs.com/package/strip-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,wrap-ansi@7.0.0,MIT,false,,,"https://www.npmjs.com/package/wrap-ansi"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,y18n@5.0.8,ISC,false,,,"https://www.npmjs.com/package/y18n"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,yargs@16.2.0,MIT,false,,,"https://www.npmjs.com/package/yargs"
,"System Development",kintone-plugins-cn,"@kintone-plugins/gps-map-display@npm",npm,yargs-parser@20.2.9,ISC,false,,,"https://www.npmjs.com/package/yargs-parser"
ライセンス未特定,"System Development",kintone-plugins-cn,"@kintone-plugins/lookup-table-data-selection@npm",npm,"@kintone-plugins/free-plugin-usage-regions@1.0.4",,false,,,"https://www.npmjs.com/package/@kintone-plugins/free-plugin-usage-regions"
